id,date_contacted,city,state,dob,gender,employment,owns_car,owns_coffee_machine,owns_home,beverage_preference,number_of_bags_purchased_competitor,competitor_satisfaction,bought_coffee
a54ba082684df0dd,2019-06-10,Oswego,IL,01/13/93,male,full-time,True,nah,False,beer,1,4.5,False
4de692f68687a0cc,2018-09-28,Naperville,IL,Dec 08 75,female,part-time,True,nah,True,tea,9,1.0,True
bf445a95000767da,2019-08-03,Minooka,IL,Feb 14 89,male,full-time,True,yup,False,coffee,9,3.0,False
6139d7212f7e5a57,2019-12-19,West Dundee,IL,Feb 19 90,male,full-time,True,no,True,coffee,6,2.0,False
fb3c63e0407078e4,2019-05-04,Schaumburg,IL,"11 13, 90",female,part-time,True,NO,True,wine,2,4.5,False
30005193cc0ccfa5,2018-04-21,Deer Park,IL,08/20/72,female,part-time,True,no,True,coffee,10,3.5,False
40374d7306e985d5,2018-06-01,Elgin,IL,03-29-73,male,full-time,True,nope,True,beer,12,4.0,False
130abdf93f0d9468,2018-07-04,Hoffman Estates,IL,Jan 03 1981,male,full-time,True,y,True,soda,6,2.0,False
f22d2f2a9991b995,2019-03-31,Barrington,IL,09/11/88,male,full-time,True,yup,False,beer,8,1.5,False
c44fa86d6b32b36d,2018-10-10,Hoffman Estates,IL,November 22 76,female,part-time,True,No,True,coffee,8,0.5,False
60c82d1f390f5498,2018-03-02,Aurora,IL,"01 26, 75",female,part-time,True,nah,False,water,1,1.5,False
fc81a50430d7326a,2018-04-15,St. Charles,IL,01/19/1982,female,unemployed,False,YES,True,coffee,8,2.5,False
2ab57727deb82a26,2018-10-24,Algonquin,IL,September 18 1964,female,retired,True,Yes,True,coffee,0,,False
98a104dc8e2c4ff5,2019-02-27,Inverness,IL,"08 07, 1984",male,full-time,True,n,True,beer,2,0.0,False
66e7084ca1be3fe2,2018-12-04,Aurora,IL,06/21/1978,male,full-time,False,yup,True,beer,11,4.0,False
95f842b77957670f,2019-03-29,Wheaton,IL,Jul 08 1988,female,student,True,yes,False,coffee,4,2.5,False
bf438bee5ca04f2d,2018-10-29,Schaumburg,IL,Jul 02 76,female,full-time,True,ya,True,wine,6,4.5,False
e44ddfccf9c1aadc,2019-01-26,Aurora,IL,"08 15, 1988",female,student,False,y,True,water,1,5.0,False
b4224310bfdb895e,2019-05-09,Hoffman Estates,IL,"05 18, 1987",male,unemployed,True,n,True,beer,2,0.5,False
1eef484da9f027c0,2019-02-16,Romeoville,IL,Sep 12 89,female,part-time,True,YES,True,coffee,5,1.5,True
8e76be23e7a42eb5,2018-08-27,Batavia,IL,May 20 1984,male,full-time,True,Yes,False,coffee,3,2.0,False
af445ef993236360,2019-05-29,Streamwood,IL,"Nov 16, 87",female,full-time,True,ya,False,coffee,5,1.5,False
9f43ae28674cb3e3,2019-09-14,Streamwood,IL,01/02/85,female,student,True,No,False,coffee,3,4.0,True
0b9a5a6d55b61f40,2018-12-02,Carol Stream,IL,"Dec 14, 1984",female,retired,True,yes,True,wine,2,0.5,False
9ccd745f273964a8,2019-05-09,Deer Park,IL,04/03/1994,female,part-time,True,no,True,coffee,11,3.5,False
38e31f7b1445b53f,2019-07-11,Wheaton,IL,August 12 89,female,student,True,Yes,False,coffee,1,3.5,False
7cdefb1364570ea5,2018-09-03,Palatine,IL,01.12.76,female,full-time,True,Yes,False,water,4,3.0,False
d70f2e5aa32f1c8b,2018-03-26,Plainfield,IL,03/01/80,male,full-time,True,ya,True,coffee,12,2.0,False
42133b401ac4e11d,2018-09-16,West Dundee,IL,1978-02-20,male,part-time,True,YES,True,wine,12,0.5,False
5354ddcd15a9ea41,2019-07-14,Batavia,IL,06/26/85,female,student,True,ya,False,wine,3,2.5,False
04b8e4052a9399b2,2018-04-20,Plainfield,IL,04-19-80,female,full-time,True,yes,True,coffee,12,2.5,False
9160bdc50a711fd9,2018-07-21,Naperville,IL,Sep 01 1989,female,part-time,True,NO,False,coffee,4,4.5,False
3abeda1555eb816a,2018-09-15,Naperville,IL,06/12/78,female,full-time,True,YES,True,coffee,3,0.0,False
996a3879f36889b1,2019-02-25,Wheaton,IL,02.03.1990,male,full-time,True,ya,True,coffee,10,2.5,False
5d5665b795f809ce,2018-10-09,Plainfield,IL,12-23-1981,male,full-time,True,YES,True,coffee,5,0.0,False
8b9afc4cba7bd5e2,2019-11-18,Warrenville,IL,"11 27, 1993",male,full-time,True,YES,False,coffee,10,2.0,False
092c5adfcf2d11ce,2019-07-10,Carol Stream,IL,02-22-99,male,student,False,y,False,soda,0,,False
28d370a5d3be9399,2018-12-30,Deer Park,IL,Sep 06 1979,female,full-time,True,no,True,coffee,1,2.5,False
844411c29fe4243f,2018-10-20,Romeoville,IL,"Sep 25, 88",male,full-time,True,Yes,False,coffee,10,1.0,False
e2cb55c19308cbed,2019-05-18,Willowbrook,IL,"12 11, 1987",female,full-time,True,YES,True,wine,3,0.0,False
eda9b7aa6a0c1c0a,2018-10-24,Aurora,IL,1978-04-05,male,full-time,True,ya,True,coffee,6,4.5,False
cda237eab7306192,2018-09-05,West Chicago,IL,"Oct 30, 70",male,full-time,True,No,True,beer,1,3.0,False
42de80588168e512,2019-01-25,Oswego,IL,"12 10, 1987",male,retired,True,Yes,False,coffee,0,,False
a08cf27605630415,2018-11-22,St. Charles,IL,"06 12, 75",male,unemployed,True,no,True,beer,1,1.5,False
290d531d22ffb9e8,2018-06-20,Palatine,IL,August 09 72,female,full-time,False,Yes,True,coffee,5,0.0,False
3cdff5e548af1611,2018-08-28,Mokena,IL,06.22.83,male,full-time,True,dunno,False,beer,11,1.0,False
7f9b4270ac4f7961,2019-06-12,Carol Stream,IL,04.04.1990,female,unemployed,True,Yes,True,wine,8,1.0,False
7bf65e1d4f27ba31,2018-06-23,Hoffman Estates,IL,11-30-1978,female,unemployed,True,YES,True,coffee,9,0.5,False
8eb014716455ef56,2018-02-28,Glen Ellyn,IL,"Nov 09, 1977",male,full-time,True,n,True,beer,11,0.0,False
1a276cebd167d9e8,2018-12-26,Wheaton,IL,"04 29, 67",female,unemployed,True,I don't know,True,coffee,10,2.5,False
aa666e0afc75480e,2018-10-07,Warrenville,IL,"Oct 13, 1978",female,unemployed,True,Yes,True,coffee,5,3.5,False
038c562ceda85548,2018-04-04,Algonquin,IL,11.26.76,male,part-time,True,nope,True,beer,7,3.5,False
cbcfd8df6259d771,2018-06-13,Deer Park,IL,"10 25, 83",female,full-time,True,NO,False,tea,0,,False
df9e6dbf9960d54f,2019-05-21,Warrenville,IL,May 28 82,female,unemployed,True,yes,False,tea,0,,False
ffbac25292c6592e,2019-06-12,West Chicago,IL,Mar 31 1985,male,full-time,True,yup,True,coffee,3,3.5,False
8d76f7b8e9627133,2019-02-01,Barrington,IL,04-07-94,female,student,True,nope,False,wine,7,1.5,False
3be1b2877138aced,2018-03-30,West Chicago,IL,"Mar 31, 1984",male,unemployed,True,YES,True,coffee,8,4.0,False
92ab1ebf12af447c,2019-05-29,Willowbrook,IL,Dec 23 1986,male,full-time,True,NO,True,water,4,4.0,False
810256e2665df7b6,2019-08-18,Algonquin,IL,1989-07-25,female,unemployed,True,YES,True,tea,6,2.5,False
c31bf1e26f0e2d66,2019-09-15,Naperville,IL,06-18-90,female,unemployed,False,nope,False,tea,6,1.5,False
25dd443a80d4064c,2019-06-23,Schaumburg,IL,04-25-1993,female,full-time,False,y,False,water,8,1.5,False
4f5d6a221b63047a,2019-02-05,Batavia,IL,07/01/1990,male,full-time,True,ya,False,coffee,10,0.0,False
4648d8cb1b8639c7,2018-06-26,Inverness,IL,August 02 1982,female,full-time,True,Yes,False,coffee,4,1.0,False
ab4fdecf9385c117,2018-01-01,Minooka,IL,10/18/78,female,unemployed,True,YES,True,coffee,10,1.5,False
953af79b1cbf831b,2019-01-08,Wheaton,IL,"Jul 02, 94",male,student,True,NO,False,soda,9,0.0,False
cd79ce24f46e3452,2019-06-14,Naperville,IL,04.09.1992,male,full-time,True,Yes,False,coffee,5,4.5,False
58353d63bb7b6d98,2019-10-02,Naperville,IL,July 18 89,female,full-time,True,ya,True,coffee,10,1.0,False
ad657c3ba2e38e6b,2019-01-27,Naperville,IL,1978-10-05,male,unemployed,True,Yes,True,coffee,2,5.0,False
18315323d5852228,2019-12-03,Palatine,IL,06.09.1984,female,full-time,True,Yes,False,coffee,3,5.0,True
e9310a7e350be586,2018-11-28,Elgin,IL,"Aug 18, 1977",female,full-time,True,yup,False,coffee,8,4.0,False
979d980a02068fec,2019-11-18,Chicago,IL,05/08/1994,female,student,True,yes,False,wine,12,2.0,False
f26f60dd998c56bb,2018-04-19,West Dundee,IL,April 09 81,female,full-time,False,yes,False,coffee,7,3.5,False
f89ab0934cd01a0e,2018-03-02,Batavia,IL,07.22.82,male,unemployed,False,yes,True,coffee,6,3.5,False
4373cb22ba582389,2018-11-04,Mokena,IL,06/20/1981,female,full-time,True,yes,False,coffee,8,4.5,False
ede224cca8ddb74f,2019-09-24,Plainfield,IL,07/10/91,male,student,True,YES,False,coffee,3,2.5,False
a175750f55630e10,2019-08-04,Willowbrook,IL,January 30 1985,male,unemployed,True,ya,False,coffee,1,5.0,False
90e0bda7d1e41cc8,2019-04-18,Chicago,IL,06.17.1981,female,student,False,Yes,False,tea,0,,False
d925b1c53c83f77b,2018-02-18,Mokena,IL,03-03-73,male,student,True,YES,False,beer,4,1.5,False
2e6e0f23ddaa13db,2018-07-22,Minooka,IL,02-03-74,male,part-time,True,Yes,False,beer,7,3.5,False
d3d0c64d8bc280d2,2018-10-25,Oswego,IL,11/02/1984,female,unemployed,False,yes,True,soda,11,5.0,False
94f554e5e2541b90,2018-06-29,Warrenville,IL,"Oct 18, 1979",female,full-time,False,YES,True,wine,4,3.0,False
4ffbcd3d68f85aa5,2019-03-12,Chicago,IL,06-27-94,female,student,False,No,False,coffee,10,0.0,False
dbe7732d44d9bb7d,2018-02-14,Glen Ellyn,IL,05/16/1974,female,full-time,True,Yes,False,water,8,1.5,False
35778c7679588d80,2019-12-26,Bolingbrook,IL,07.12.85,male,full-time,True,nope,False,coffee,5,3.0,False
10d5625576e11809,2018-10-26,Naperville,IL,December 09 81,female,unemployed,True,ya,False,coffee,4,2.0,False
82ff9009771bcff4,2019-09-23,Streamwood,IL,1991-06-21,female,unemployed,True,yup,False,water,2,0.0,False
51803d803d79b208,2018-06-24,Warrenville,IL,"Feb 01, 1981",female,part-time,True,NO,True,water,4,3.0,False
6274a5d4b8bca13a,2018-06-16,Hoffman Estates,IL,06-20-79,male,full-time,True,I don't know,True,beer,5,3.0,False
bd6c7e1169cf18b5,2018-02-26,Mokena,IL,06/03/82,female,student,True,no,False,coffee,8,0.5,False
c3d65113d4f1b157,2018-07-06,Schaumburg,IL,04.02.77,female,full-time,False,yup,True,tea,6,1.0,False
5ebdbc3c255cdf91,2019-12-27,Wheaton,IL,1990-09-01,female,full-time,False,Yes,False,coffee,0,,False
83f361dd67bca2fd,2018-07-16,Aurora,IL,04.16.68,female,unemployed,True,NO,True,coffee,3,1.0,False
95db06a67d4cdd49,2018-11-30,Glen Ellyn,IL,Oct 17 1969,female,retried,True,YES,False,coffee,6,5.0,False
16fa008558c28ad3,2019-02-17,Oswego,IL,"Feb 12, 1988",female,full-time,True,yes,False,soda,4,3.5,False
6389bd127dff1bc1,2018-01-18,Streamwood,IL,08/20/1977,male,full-time,True,Yes,True,soda,3,1.0,False
cf0b60ec3635be4a,2018-12-27,Bolingbrook,IL,"Jun 02, 72",male,unemployed,True,Yes,False,coffee,12,2.0,False
943050c320bbe763,2018-07-06,Inverness,IL,"05 14, 80",male,part-time,True,ya,True,coffee,8,1.0,False
30391d0982b6d0ab,2019-04-02,Barrington,IL,"Oct 30, 91",female,part-time,True,nope,False,coffee,11,1.5,False
900bfc429e68802f,2018-06-22,Streamwood,IL,07/11/1985,female,part-time,True,n,True,water,5,4.5,False
83f499d9a350300f,2018-02-03,Willowbrook,IL,February 04 1970,male,full-time,True,Yes,True,coffee,11,5.0,False
57e337355067da41,2018-06-12,Minooka,IL,04-19-76,female,part-time,True,ya,False,coffee,12,2.5,False
a7cf89c6f21fd377,2018-04-12,Elgin,IL,12.25.62,male,retired,True,ya,True,soda,7,3.5,False
637af5ca48af2663,2018-01-11,Aurora,IL,May 05 73,female,unemployed,True,yes,False,wine,8,4.0,False
7ef38fadab96a2a8,2019-10-28,Streamwood,IL,Jan 02 1987,female,full-time,True,yes,False,soda,0,,False
836c81b47791b5c5,2018-01-22,Deer Park,IL,1970-06-30,male,full-time,True,NO,False,soda,5,0.0,False
da9f33fe1ade84d8,2018-11-04,Aurora,IL,1977-06-02,female,full-time,True,NO,True,wine,10,0.0,False
de2fd9dea86cb2a3,2018-05-25,Minooka,IL,01-16-75,female,full-time,True,No,True,coffee,11,0.5,False
76b4e7b868612da5,2018-06-01,Algonquin,IL,Nov 11 1971,female,full-time,True,ya,False,coffee,11,3.5,False
6e4a7a98e43a784b,2018-02-25,Inverness,IL,1982-08-20,male,full-time,True,I don't know,True,coffee,4,2.5,False
a48fcf3c1a239b2b,2019-08-23,Streamwood,IL,10-19-86,female,student,True,Yes,True,coffee,1,0.0,True
3069954802e42c6b,2018-03-31,Chicago,IL,1973-08-04,female,part-time,False,Yes,False,coffee,6,4.0,False
5c6b8bf4db77098a,2019-01-14,West Chicago,IL,May 23 87,male,student,True,yes,True,coffee,10,2.5,False
f6aef4d3ce22f3cd,2019-12-13,Willowbrook,IL,06-20-1989,female,full-time,True,ya,True,coffee,12,1.0,False
b4feb042972c8e5c,2018-03-01,Deer Park,IL,"03 01, 84",male,part-time,True,Yes,True,beer,12,1.0,False
e23e83e767bdb4b4,2019-06-24,Willowbrook,IL,10/25/82,male,full-time,True,Yes,False,beer,5,2.0,False
0379b429874a2917,2018-06-12,Elgin,IL,Jan 03 81,female,part-time,True,ya,False,coffee,9,0.0,False
98df3b9d6e8a238b,2019-05-26,Deer Park,IL,11.03.84,male,unemployed,True,YES,True,water,0,,False
9a7913d8ac0da7f3,2018-08-21,Barrington,IL,Jul 05 80,male,full-time,True,no,True,tea,1,4.5,False
2ed0eb5aceaaee96,2018-09-06,Mokena,IL,Feb 10 79,male,retired,True,nope,True,coffee,10,2.0,False
1cce46965e8b9922,2019-12-22,Plainfield,IL,08/05/80,female,part-time,False,ya,False,coffee,4,3.0,False
d7f7b675bdadba01,2018-03-11,Inverness,IL,11.18.86,female,full-time,True,Yes,True,soda,10,2.5,False
f3740a205ab89996,2018-12-04,Palatine,IL,Sep 05 1977,male,unemployed,True,YES,True,coffee,3,0.5,False
24b55a59b117153e,2018-07-25,Algonquin,IL,11.02.1979,male,full-time,True,no,True,beer,0,,False
8a110a8d8c514069,2018-10-30,Bolingbrook,IL,"04 08, 1976",male,full-time,True,yes,True,coffee,12,0.5,False
fd60e6e417d9122a,2019-09-28,Glen Ellyn,IL,Mar 21 98,female,student,True,no,False,tea,12,2.5,False
a633b6ff82f0f7c7,2018-12-24,Streamwood,IL,10-18-1980,female,full-time,True,NO,False,coffee,8,3.5,False
532ebe52430be0ed,2019-05-07,Deer Park,IL,"04 23, 89",male,student,True,nope,True,coffee,3,1.5,False
0540a94e285c50a9,2018-07-03,Carol Stream,IL,"Jun 27, 1978",female,full-time,True,y,True,tea,7,1.0,False
4e4cae86edcecdcf,2018-12-07,Romeoville,IL,07/30/84,male,unemployed,False,Yes,True,coffee,12,0.0,False
88e72da5f2c30729,2019-07-06,Batavia,IL,"Sep 12, 1986",female,unemployed,True,y,True,coffee,9,3.0,False
8d848b39ca745027,2018-12-02,Glen Ellyn,IL,08.06.83,male,part-time,True,nope,True,beer,6,3.0,False
77dba336d0d0e7fb,2019-03-15,West Chicago,IL,10/28/82,male,part-time,True,I don't know,False,coffee,0,,False
de5914b8c6c3b7f8,2019-08-22,Algonquin,IL,04-26-93,female,retired,True,Yes,False,tea,9,2.5,False
6ac7c2d8fdfa6f30,2018-12-21,Mokena,IL,"Mar 21, 77",female,part-time,True,n,True,coffee,7,3.5,False
06aa5ef53741c02c,2019-06-01,Inverness,IL,"12 27, 1987",female,part-time,True,y,True,water,6,0.5,False
ae7c838b247cdfe9,2018-06-10,Elgin,IL,December 09 1981,female,full-time,True,ya,True,coffee,6,4.5,False
920f465f5206b7d8,2019-07-16,Romeoville,IL,1992-04-07,female,full-time,True,Yes,False,wine,5,1.5,False
3419ed156d65c7f2,2018-03-20,Barrington,IL,May 21 76,male,full-time,True,yes,True,water,10,3.5,False
e36676a64b70b4e7,2019-10-03,Elgin,IL,"01 24, 1986",female,full-time,True,yes,True,wine,10,4.0,False
fc2031183dd15687,2018-02-15,Batavia,IL,Jul 21 1978,female,full-time,True,no,False,wine,10,0.5,False
0dc2acfdc5699281,2019-05-14,Wheaton,IL,Jan 23 87,male,full-time,True,NO,True,coffee,2,3.0,False
7ca5b07abc124bd5,2018-08-22,West Chicago,IL,10-03-77,male,retired,True,n,True,coffee,2,0.5,False
37c57b3ae86a81e3,2018-06-20,Mokena,IL,September 16 83,male,student,True,no,False,coffee,7,5.0,False
c406ad8ce6e0a796,2018-06-20,Naperville,IL,"Jun 11, 1979",male,part-time,True,yes,False,beer,12,3.5,False
3cce341ed10e1dc9,2019-04-21,Willowbrook,IL,March 27 1995,male,student,True,nope,False,tea,0,,False
574fdf4e86d3d6c7,2018-12-21,Streamwood,IL,April 10 72,male,full-time,True,NO,True,coffee,1,4.0,False
017d4cf4f4229e7e,2019-02-14,Mokena,IL,"10 20, 1991",male,student,True,no,False,soda,6,0.5,False
aa80141914dd9ef7,2018-10-15,Romeoville,IL,03.13.82,male,full-time,True,NO,True,coffee,4,5.0,False
7f547cc2af821406,2018-04-29,Bolingbrook,IL,April 20 79,female,full-time,True,yup,True,coffee,10,3.0,False
e557fcb30103b5bd,2019-06-09,Bolingbrook,IL,07.25.91,female,unemployed,True,no,False,wine,0,,False
90593ba0263e0c53,2018-10-14,Minooka,IL,1972-07-24,male,student,True,YES,True,beer,8,4.5,False
c031bfe9ddf5e211,2018-06-28,Deer Park,IL,Nov 07 1971,male,part-time,True,yes,True,coffee,11,4.5,False
fbc63084ee760d6a,2019-07-30,Algonquin,IL,Sep 27 90,male,unemployed,True,Yes,True,tea,5,4.5,False
633703264d1bcfd5,2019-03-24,Elgin,IL,Nov 06 85,male,full-time,True,no,True,beer,6,0.0,False
8f5c44194615c972,2018-07-21,Warrenville,IL,"01 26, 83",female,full-time,True,ya,True,beer,7,0.5,False
0bca0159c72c9dbb,2019-07-28,Schaumburg,IL,1987-01-18,female,unemployed,True,Yes,True,coffee,12,1.0,False
0def9f877e0d1397,2018-12-01,Aurora,IL,04-16-79,male,retired,True,yup,True,coffee,10,2.5,False
90e7fa55210c5ac7,2018-09-24,Warrenville,IL,11-28-76,female,full-time,True,yes,False,tea,1,2.0,False
3fa5dad00dfa6a94,2018-09-29,West Chicago,IL,02-01-1971,male,student,True,Yes,True,coffee,9,4.0,False
ea0f1c234bbcb742,2018-12-15,Aurora,IL,09-10-1976,male,retired,True,Yes,True,beer,7,1.0,False
0bedb30850c36b57,2018-07-01,Mokena,IL,06-10-80,male,part-time,False,dunno,True,coffee,9,1.5,False
ea43d98913326ad5,2018-09-27,Streamwood,IL,06-18-81,female,part-time,True,y,True,wine,5,1.0,False
055441256008bdb4,2018-12-24,Schaumburg,IL,04-01-1976,male,unemployed,True,nope,False,coffee,4,4.5,False
304eea7931e5eabe,2019-09-14,Oswego,IL,"09 06, 90",female,part-time,True,ya,False,wine,7,3.5,False
35a699d6b8731a16,2018-03-17,Schaumburg,IL,"02 17, 80",male,full-time,False,YES,True,soda,1,0.5,False
6a9c19c197d23dae,2018-01-29,Mokena,IL,12.13.78,female,unemployed,True,no,False,coffee,12,0.5,False
8516dd613f361dc8,2019-04-15,Palatine,IL,09-19-84,male,student,True,Yes,True,coffee,1,3.0,False
5d3e7a2720cbccdc,2019-05-25,Wheaton,IL,"11 10, 86",male,unemployed,True,Yes,False,coffee,10,0.5,False
1266bd6bdb255f7d,2019-04-17,Carol Stream,IL,07.13.1988,female,student,True,yes,True,coffee,1,1.5,False
2e4e4ccdc0f2690f,2018-06-16,Streamwood,IL,02-09-1973,male,full-time,True,Yes,True,coffee,8,3.5,False
e9ba327b264617d7,2018-07-20,Mokena,IL,03.08.75,male,full-time,True,no,False,coffee,0,,False
e7cc97ddb33626ec,2019-04-22,Willowbrook,IL,July 16 1988,female,full-time,True,yes,True,tea,9,3.0,False
d7c20ce77f299af9,2018-09-27,Minooka,IL,03/12/80,female,part-time,True,yes,True,wine,0,,False
c216afa334921f7f,2018-04-14,West Dundee,IL,06/02/1973,female,part-time,True,yes,True,coffee,10,0.0,False
93a898311d6deaf5,2018-08-28,Algonquin,IL,"05 24, 1983",male,retired,True,Yes,True,beer,0,,False
6c44a8ff52f9e381,2018-09-18,Palatine,IL,July 18 1975,male,full-time,False,Yes,False,coffee,2,3.5,False
9c20fc24f18ada64,2018-10-03,Oswego,IL,"02 22, 81",male,retired,True,nope,True,coffee,7,2.0,False
9a30a8010fb9babe,2019-08-17,Batavia,IL,December 23 86,female,unemployed,True,dunno,True,tea,2,4.5,False
ab18a774fc179c8c,2018-10-11,Glen Ellyn,IL,February 17 1974,male,part-time,True,ya,True,coffee,7,2.0,False
30aabafde46abac9,2019-03-11,West Dundee,IL,September 14 1990,female,retired,True,Yes,True,wine,2,0.5,False
87f95c1564612149,2018-03-05,West Dundee,IL,12.23.1987,male,full-time,True,n,True,beer,8,0.5,False
8869afcbb0c5330a,2018-06-23,Chicago,IL,"03 06, 1980",male,unemployed,True,yes,True,coffee,10,5.0,False
9113b12aec4a3a69,2018-12-13,Palatine,IL,12/06/1980,male,full-time,True,I don't know,False,soda,11,4.0,False
cc70e82d06cc3836,2019-02-22,West Chicago,IL,1993-03-02,female,full-time,True,I don't know,False,coffee,5,1.0,False
e9d00fe32189c2df,2018-07-09,Willowbrook,IL,1984-07-22,male,unemployed,True,ya,True,coffee,1,1.0,False
afc6ecef94a2b9ff,2018-07-08,Streamwood,IL,Mar 02 69,female,full-time,True,yes,True,coffee,12,4.5,False
a766d7157bb14a4d,2018-12-16,Mokena,IL,11.04.78,male,full-time,True,no,True,coffee,5,1.5,False
7c5a6af53660c727,2018-05-25,West Dundee,IL,June 19 82,female,student,True,NO,True,coffee,11,4.5,False
3da0156adb6d8a88,2018-10-15,Schaumburg,IL,12.05.1982,female,part-time,True,nah,False,wine,8,1.0,True
3fde7ebb0c79942c,2019-06-19,Deer Park,IL,"04 17, 87",female,student,False,yup,True,coffee,10,2.0,False
4751dd5e5b88dbcb,2018-04-15,Hoffman Estates,IL,12/08/81,male,full-time,True,nope,True,soda,9,3.5,False
6e893d06ce9e9f6f,2019-10-25,Romeoville,IL,Jan 05 93,female,full-time,False,no,False,wine,7,2.0,False
b9422d4fc5c9a49e,2018-10-03,Plainfield,IL,07.08.1977,female,part-time,True,y,True,coffee,6,2.5,False
658dc36e4ab0bdb0,2019-09-16,Naperville,IL,12/08/83,male,full-time,True,Yes,True,coffee,4,0.5,False
c4687f31155517ef,2019-04-17,Chicago,IL,07/06/1983,male,part-time,True,ya,True,coffee,4,3.5,False
6f3b70ba8ff11a2b,2018-02-01,Chicago,IL,"Feb 12, 1975",female,part-time,False,NO,True,coffee,3,3.0,False
f14fa553b949a955,2019-02-27,Aurora,IL,11/10/1990,male,full-time,True,yes,False,water,11,4.0,False
e0e5af47f0fe2f0a,2018-06-08,Glen Ellyn,IL,03/15/72,female,full-time,True,y,True,coffee,12,0.0,False
043a4214dce6e6a4,2019-07-21,West Dundee,IL,08.06.1992,female,full-time,True,ya,False,coffee,8,0.5,False
f5fc29aaf5ede1e5,2019-07-02,West Dundee,IL,02-22-1994,female,student,True,yes,False,wine,12,5.0,False
366af176a2ac6fc8,2019-02-19,Deer Park,IL,09.15.1988,female,unemployed,True,Yes,True,water,1,3.0,False
b4e3760db4553948,2018-01-04,Inverness,IL,02-07-1976,female,retired,True,nope,True,wine,0,,False
0b9278fe0aa4e0bb,2018-05-06,Inverness,IL,02-25-82,female,full-time,True,ya,True,beer,3,3.0,False
d9e0e7d620c586dc,2018-05-02,Algonquin,IL,"01 28, 1981",female,unemployed,True,ya,True,tea,1,2.0,False
f30945b921995041,2019-04-01,Glen Ellyn,IL,04.28.1995,male,student,True,No,False,coffee,0,,False
b79dd7be68b9a1e8,2019-06-19,Romeoville,IL,Apr 05 1988,female,student,True,yup,True,wine,12,2.0,False
801937ec5bb051bf,2019-09-28,Chicago,IL,Jul 23 1993,female,student,False,YES,False,tea,7,2.5,False
b7c631289b6a8e65,2018-07-27,West Chicago,IL,"May 09, 82",female,retired,True,No,True,water,0,,False
1e07a401fd1c8bad,2019-04-27,Naperville,IL,"02 05, 1992",female,part-time,True,No,False,coffee,8,3.0,False
6a4da95f496a9894,2019-03-23,Minooka,IL,Jun 19 1986,female,full-time,True,y,True,water,1,3.0,False
98f974b5ae5976c2,2019-01-22,Barrington,IL,"Apr 07, 2000",female,student,True,NO,False,soda,3,2.0,False
ff2033c2192c997e,2018-02-04,Schaumburg,IL,"Nov 10, 1974",male,full-time,True,Yes,False,coffee,10,3.0,False
9989c9132032f4c3,2019-02-17,Minooka,IL,January 09 1989,female,full-time,False,No,True,coffee,12,1.0,False
b243c1d7b7b78c27,2018-07-26,Barrington,IL,05-03-1988,male,full-time,True,I don't know,False,soda,12,3.0,False
1df6e323670bbacd,2019-09-14,Algonquin,IL,October 25 87,male,full-time,False,Yes,False,beer,0,,False
05100f457ad52ae2,2018-08-14,St. Charles,IL,1981-10-03,male,full-time,True,nope,True,beer,10,2.5,False
1705487917b8a117,2018-08-16,West Chicago,IL,09.08.1975,male,part-time,True,YES,False,coffee,9,3.0,False
63dbc87633aca531,2019-11-07,West Dundee,IL,March 24 88,male,full-time,True,yes,True,coffee,1,2.0,False
6fb5b09187b5cc96,2018-05-10,Chicago,IL,08/15/80,male,full-time,False,No,True,coffee,2,2.0,False
10c5f92b116ddeef,2019-04-25,Deer Park,IL,"11 25, 1982",female,full-time,True,YES,True,coffee,4,0.0,False
a590a62f4105de89,2019-07-02,Hoffman Estates,IL,1981-10-06,female,full-time,True,YES,False,coffee,10,0.5,True
eeb295de5b7324bf,2019-05-07,Inverness,IL,06-12-1983,male,full-time,True,n,False,wine,1,2.0,False
d72430615bbafc68,2019-06-04,Algonquin,IL,01.27.90,female,part-time,True,Yes,False,beer,5,4.5,False
04b077c3f83b8d49,2018-04-02,Bolingbrook,IL,"05 05, 1973",female,full-time,True,yup,True,coffee,12,2.5,False
f706dd7f4d07e41a,2018-08-22,Chicago,IL,Feb 09 1978,male,full-time,False,YES,True,coffee,4,1.0,False
494b34ba700e930e,2019-03-29,Romeoville,IL,02-15-1981,female,unemployed,True,nah,False,coffee,7,4.5,False
9a43d2371ac7fac9,2018-11-26,Minooka,IL,August 30 81,female,unemployed,True,NO,True,coffee,7,2.5,False
4653d06da025733f,2018-05-04,Mokena,IL,10-19-79,female,full-time,True,yes,True,tea,3,0.5,False
41404a559b7a6f8c,2018-04-30,Barrington,IL,November 20 1974,male,full-time,True,yes,True,coffee,1,4.5,False
db5df9e70f3689d9,2018-12-28,Aurora,IL,"Aug 21, 86",female,unemployed,True,yup,True,coffee,0,,False
89ab968b96b2cfe2,2018-12-17,Mokena,IL,04/24/85,male,student,True,No,True,soda,0,,False
47dce41ecbede6d4,2018-09-24,Algonquin,IL,03/16/85,female,full-time,True,yes,False,coffee,12,1.0,False
6b11dbfa4d3209b7,2018-02-17,Bolingbrook,IL,03/20/82,female,full-time,True,yes,True,wine,11,2.5,False
ea6f5acbe9678caf,2018-08-23,West Chicago,IL,Aug 14 1980,female,full-time,True,dunno,True,coffee,3,1.0,False
